weightclass,Weight In Kg,Average Submissions Attempted Per 15 Minutes,Average Takedowns Landed Per 15 Minutes,Date Of Birth,Draws,Height Cm,Losses,Name,Nickname,Reach In Cm,Significant Strike Defence,Significant Strikes Absorbed Per Minute,Significant Strikes Landed Per Minute,Significant Striking Accuracy,Stance,Takedown Accuracy,Takedown Defense,Wins
Featherweight (61.3–65.8 kg),61.23,0.2,0.62,8/4/1990,0,170.18,10,Trevin Jones,"""5 Star""",177.8,39,4.29,2.13,37,Southpaw,15,60,13
Flyweight (≤56.7 kg),56.7,0,0,5/5/1996,0,170.18,1,Ronal Siahaan,,180.34,25,6.17,0.63,66,Southpaw,0,25,7
Flyweight (≤56.7 kg),56.7,0.3,1.37,1/9/1992,0,170.18,6,Ode Osbourne,"""The Jamaican Sensation""",185.42,45,4.41,3.74,39,Southpaw,27,68,12
Featherweight (61.3–65.8 kg),61.23,0,0,12/22/1992,0,172.72,2,Leonardo Morales,"""Chimmy""",,58,2.05,2.05,47,Southpaw,0,62,6
Featherweight (61.3–65.8 kg),65.77,0,0,3/7/1988,0,172.72,5,Toby Misech,"""2Quick""",,46,7.73,3.27,40,Southpaw,0,0,9
Flyweight (≤56.7 kg),56.7,0,0.67,7/8/1997,0,172.72,9,Qiu Lun,,167.64,67,1.78,3.51,46,Southpaw,18,68,16
Featherweight (61.3–65.8 kg),61.23,0,0,2/1/1988,0,172.72,13,Jared Papazian,"""The Jackhammer""",170.18,44,3.81,3.33,39,Southpaw,0,50,20
Flyweight (≤56.7 kg),56.7,0.3,2.28,6/4/1991,0,172.72,3,Carlos Candelario,"""The Cannon""",172.72,44,5.17,3.97,46,Southpaw,36,53,8
Featherweight (61.3–65.8 kg),61.23,0,0,1/9/1994,0,172.72,2,Ramon Taveras,"""The Savage""",177.8,66,6.17,7.2,58,Southpaw,0,0,9
Featherweight (61.3–65.8 kg),65.77,0.3,1.12,1/22/1994,0,172.72,2,Arnold Allen,"""Almighty""",177.8,61,2.86,3.34,40,Southpaw,50,76,19
Featherweight (61.3–65.8 kg),65.77,0,0,6/23/1988,0,172.72,4,Mark Striegl,"""Mugen""",177.8,40,4.07,1.4,45,Southpaw,0,66,18
Featherweight (61.3–65.8 kg),61.23,0.1,0.44,4/20/1994,0,172.72,4,Jonathan Martinez,"""Dragon""",177.8,58,3.76,4.64,50,Southpaw,41,69,19
Welterweight (70.4–77.1 kg),70.31,0,2.43,3/13/1982,0,172.72,7,Justin Salas,"""J-Bomb""",177.8,68,2.96,3.42,43,Southpaw,20,0,12
Welterweight (70.4–77.1 kg),70.31,0.1,0.68,10/19/1988,0,172.72,12,Drew Dober,,177.8,51,4.46,4.58,40,Southpaw,17,56,27
Featherweight (61.3–65.8 kg),65.77,0,2.6,9/21/1993,0,172.72,3,Martin Bravo,"""El Toro""",180.34,51,5.72,7.66,39,Southpaw,35,85,11
Featherweight (61.3–65.8 kg),65.77,0.1,0.36,1/21/1988,0,172.72,9,Andre Ewell,"""Mr. Highlight""",190.5,51,4.87,4.28,40,Southpaw,75,72,17
Featherweight (61.3–65.8 kg),65.77,0,3.42,3/11/1986,0,175.26,3,Tommy Hayden,"""Wild Card""",,55,2.05,1.48,27,Southpaw,33,66,11
Welterweight (70.4–77.1 kg),70.31,0,1.22,4/29/1984,0,175.26,4,John Cofer,,,62,3.43,2.73,41,Southpaw,50,64,8
Middleweight (77.2–83.9 kg),77.11,0,3.33,10/21/1965,0,175.26,5,Gil Castillo,,,44,2.22,0.6,45,Southpaw,45,50,8
Middleweight (77.2–83.9 kg),77.11,0,0,2/13/1980,0,175.26,7,Anthony Lapsley,"""The Recipe""",,66,0.58,0.53,34,Southpaw,0,20,23
Middleweight (77.2–83.9 kg),77.11,0,1.84,11/19/1976,0,175.26,11,Alexandre Barros,"""Baixinho""",,36,4.05,0.98,40,Southpaw,50,100,22
Welterweight (70.4–77.1 kg),70.31,0,0,5/20/1993,0,175.26,2,Dylan Salvador,,175.26,46,11.57,4.34,37,Southpaw,0,0,5
Featherweight (61.3–65.8 kg),61.23,0,0,11/20/1990,0,175.26,3,Boston Salmon,"""Boom Boom""",175.26,59,7.75,4.13,37,Southpaw,0,100,6
Light Heavyweight (84.0–93.0 kg),83.91,0.3,3.83,9/12/1983,0,175.26,8,Johny Hendricks,"""Bigg Rigg""",175.26,53,3.99,3.49,45,Southpaw,46,63,18
Featherweight (61.3–65.8 kg),65.77,0,0,1/28/1992,0,175.26,2,Melsik Baghdasaryan,"""The Gun""",177.8,58,3.06,5.28,61,Southpaw,0,72,8
Light Heavyweight (84.0–93.0 kg),83.91,0.3,1.37,5/25/1972,0,175.26,3,Cung Le,,177.8,66,2.98,4.36,48,Southpaw,71,88,9
Flyweight (≤56.7 kg),56.7,0,1,1/20/1988,0,175.26,6,Juan Puerta,,180.34,67,1.27,1.27,39,Southpaw,100,0,23
Middleweight (77.2–83.9 kg),77.11,0.1,0.96,10/24/1991,0,175.26,9,Kelvin Gastelum,,180.34,58,3.23,3.55,41,Southpaw,30,59,18
Welterweight (70.4–77.1 kg),70.31,0,0.94,5/1/1989,0,175.26,2,David Teymur,,185.42,55,3.53,4.69,43,Southpaw,33,77,8
Welterweight (70.4–77.1 kg),70.31,0.1,0.67,7/14/1988,0,175.26,6,Conor McGregor,"""The Notorious""",187.96,54,4.66,5.32,49,Southpaw,55,66,22
Featherweight (61.3–65.8 kg),65.77,0,2,12/20/1995,0,175.26,5,Koya Kanda,,190.5,53,2.9,3.63,41,Southpaw,18,100,12
Welterweight (70.4–77.1 kg),70.31,0,1.5,9/22/1982,0,175.26,11,Shamar Bailey,,190.5,69,3.91,1.56,20,Southpaw,33,37,16
Welterweight (70.4–77.1 kg),70.31,0,0,3/17/1986,0,177.8,2,Nick Newell,,,36,4.07,3.53,46,Southpaw,0,33,14
Heavyweight (>=93.1 kg),115.67,0,0,6/19/1983,0,177.8,7,Josh Appelt,,,32,11.5,1.35,40,Southpaw,0,33,15
Light Heavyweight (84.0–93.0 kg),87.54,0,0,,0,177.8,9,Todd Medina,,,0,0,0,0,Southpaw,0,0,11
Middleweight (77.2–83.9 kg),77.11,0,1,9/23/1986,0,177.8,10,Tom Gallicchio,"""Da Tank""",,43,7.07,3.53,26,Southpaw,11,0,19
Light Heavyweight (84.0–93.0 kg),83.91,0,4.06,9/11/1977,0,177.8,21,Sean Salmon,,,65,2.03,1.49,33,Southpaw,50,0,18
Middleweight (77.2–83.9 kg),77.11,0,3.17,7/24/1978,0,177.8,7,Nathan Coy,"""Soulforce""",175.26,61,2.4,3.88,52,Southpaw,47,50,15
Welterweight (70.4–77.1 kg),70.31,0.2,4.36,12/11/1990,0,177.8,2,Mateusz Gamrot,"""Gamer""",177.8,60,3.17,2.97,50,Southpaw,30,90,23
Featherweight (61.3–65.8 kg),61.23,0,3.66,1/7/1987,0,177.8,3,Matt Hobar,"""The Crowbar""",177.8,52,4.27,3.23,42,Southpaw,44,50,9
Featherweight (61.3–65.8 kg),61.23,0,0,10/16/1993,0,177.8,5,Taylor Moore,,177.8,42,2.07,0.2,75,Southpaw,0,25,10
Middleweight (77.2–83.9 kg),77.11,0,0,8/30/1989,0,177.8,7,Kyle Prepolec,"""Killshot""",177.8,54,4.7,3.2,34,Southpaw,0,40,12
Light Heavyweight (84.0–93.0 kg),92.99,0,0.75,4/12/1989,0,177.8,0,Azamat Murzakanov,"""Professional""",180.34,57,3.12,4.57,57,Southpaw,16,83,13
Featherweight (61.3–65.8 kg),65.77,0,1,12/21/1993,0,177.8,0,Olivier Murad,,182.88,61,2.2,2.6,36,Southpaw,100,55,6
Welterweight (70.4–77.1 kg),70.31,0,0.32,8/22/1995,0,177.8,5,Nasrat Haqparast,,182.88,64,5.26,5.73,44,Southpaw,20,78,15
Flyweight (≤56.7 kg),56.7,0,0,4/22/1995,0,177.8,6,Jerome Rivera,"""Renegade""",182.88,51,2.6,3.21,33,Southpaw,0,40,10
Featherweight (61.3–65.8 kg),65.77,0,1.39,8/10/1986,0,177.8,5,Peter Barrett,"""Slippery""",185.42,42,4.32,4.18,61,Southpaw,22,66,11
Middleweight (77.2–83.9 kg),77.11,0,0.76,6/9/1990,0,177.8,7,Takashi Sato,"""Ten""",185.42,44,3.73,2.21,41,Southpaw,37,60,16
Welterweight (70.4–77.1 kg),70.31,0,1.62,10/11/1989,0,177.8,8,Desmond Green,"""The Predator""",185.42,69,2.51,3.7,46,Southpaw,50,75,23
Welterweight (70.4–77.1 kg),70.31,0.1,0.46,6/4/1986,0,177.8,19,Michael Johnson,"""The Menace""",185.42,58,3.91,4.28,39,Southpaw,38,80,22
Middleweight (77.2–83.9 kg),77.11,0,1.24,8/14/1980,0,177.8,6,Ricardo Funch,"""Golden Boy""",187.96,40,3.57,2.61,65,Southpaw,18,60,9
Featherweight (61.3–65.8 kg),61.23,0.3,3.42,4/24/1992,0,177.8,2,Montel Jackson,"""Quik""",190.5,64,1.41,3.36,53,Southpaw,71,69,13
Middleweight (77.2–83.9 kg),77.11,0,1.51,4/27/1994,0,177.8,6,Joaquin Buckley,"""New Mansa""",193.04,57,3.31,3.87,33,Southpaw,36,65,17
Middleweight (77.2–83.9 kg),80.74,0,0,,0,180.34,1,Donnie Chappell,,,0,0,0,0,Southpaw,0,0,0
Welterweight (70.4–77.1 kg),70.31,0,0,1/9/1984,0,180.34,4,Yoislandy Izquierdo,"""Cuba""",,26,1.4,2.93,52,Southpaw,0,50,10
Light Heavyweight (84.0–93.0 kg),83.91,0,3.53,8/31/1972,0,180.34,7,Solomon Hutcherson,"""King""",,64,2.59,2.59,39,Southpaw,100,0,11
Middleweight (77.2–83.9 kg),77.11,0,1.5,8/26/1988,0,180.34,2,Lance Benoist,,182.88,56,2.7,3.68,51,Southpaw,33,61,7
Featherweight (61.3–65.8 kg),65.77,0,0,12/20/1990,0,180.34,3,Peter Petties,"""The Joker""",182.88,48,8.24,2.61,29,Southpaw,0,0,5
Light Heavyweight (84.0–93.0 kg),83.91,0,0.79,11/22/1992,0,180.34,4,Punahele Soriano,"""Puna""",182.88,48,4.55,3.96,45,Southpaw,40,33,9
Heavyweight (>=93.1 kg),113.4,0.1,0.69,10/9/1986,0,180.34,6,Blagoy Ivanov,"""Baga""",185.42,53,4.2,3.25,40,Southpaw,40,61,19
Welterweight (70.4–77.1 kg),70.31,0.3,3.01,7/19/1983,0,180.34,4,Alan Patrick,"""Nuguette""",187.96,43,2.95,1.82,40,Southpaw,33,43,15
Middleweight (77.2–83.9 kg),77.11,0,0,8/5/1986,0,180.34,5,Victor Reyna,,187.96,42,4.75,5.8,63,Southpaw,0,100,11
Middleweight (77.2–83.9 kg),77.11,0,0.65,3/20/1982,0,180.34,16,Robbie Lawler,"""Ruthless""",187.96,59,4.67,3.85,47,Southpaw,64,65,30
Middleweight (77.2–83.9 kg),77.11,0.1,0.51,8/28/1990,0,180.34,5,Geoff Neal,"""Handz of Steel""",190.5,58,5.6,5.22,50,Southpaw,44,87,15
Light Heavyweight (84.0–93.0 kg),83.91,0,0,6/9/1985,0,180.34,11,John Phillips,"""The Welsh Wrecking Machine""",190.5,49,4.03,1.72,34,Southpaw,0,7,22
Light Heavyweight (84.0–93.0 kg),83.91,0,2.96,11/19/1979,0,180.34,5,Gerald Harris,"""Hurricane""",195.58,62,1.58,1.41,29,Southpaw,54,72,23
Middleweight (77.2–83.9 kg),81.65,0,0,,0,182.88,1,Fred Ettish,,,0,0,0,0,Southpaw,0,0,1
Heavyweight (>=93.1 kg),102.06,0,0,,0,182.88,1,Scott Adams,,,0,0,0,0,Southpaw,0,0,8
Light Heavyweight (84.0–93.0 kg),92.99,0,0,8/16/1977,0,182.88,2,Jules Bruchez,"""Cotton Mouth from the South""",,46,5.52,0.69,50,Southpaw,0,0,1
Middleweight (77.2–83.9 kg),77.11,0,0,8/8/1988,0,182.88,12,Amilcar Alves,"""The Terminator""",,30,2.02,0.5,46,Southpaw,0,53,15
Light Heavyweight (84.0–93.0 kg),83.91,0.3,1.86,10/31/1977,0,182.88,4,Daniel Kelly,,177.8,61,4.64,3.62,38,Southpaw,34,78,13
Featherweight (61.3–65.8 kg),65.77,0,0,8/26/1997,0,182.88,2,Canaan Kawaihae,,180.34,36,4.59,2.83,51,Southpaw,0,100,6
Middleweight (77.2–83.9 kg),77.11,0,0,8/21/2000,0,182.88,3,Yusaku Kinoshita,,180.34,51,5.12,4.65,50,Southpaw,0,50,6
Heavyweight (>=93.1 kg),120.2,0,0,12/10/1989,0,182.88,3,Ben Sosoli,"""Combat Wombat""",182.88,47,4.3,2.31,31,Southpaw,0,0,7
Middleweight (77.2–83.9 kg),77.11,0.3,0.14,5/3/1989,0,182.88,11,Bryan Barberena,"""Bam Bam""",182.88,44,4.74,5.53,48,Southpaw,22,49,18
Light Heavyweight (84.0–93.0 kg),83.91,0,1.57,4/30/1977,0,182.88,5,Yoel Romero,"""Soldier of God""",185.42,60,3.05,3.44,49,Southpaw,30,78,13
Welterweight (70.4–77.1 kg),70.31,0.4,1.25,11/21/1986,0,182.88,6,Dan Moret,"""The Hitman""",185.42,43,3.56,2.67,43,Southpaw,27,45,13
Middleweight (77.2–83.9 kg),77.11,0.3,0.51,11/25/1981,0,182.88,7,Alan Jouban,"""Brahma""",185.42,60,3.77,5.67,50,Southpaw,44,58,17
Heavyweight (>=93.1 kg),108.86,0,0,6/13/1982,0,182.88,8,Greg Rebello,"""Ribz""",185.42,58,2.92,2.61,39,Southpaw,0,0,24
Light Heavyweight (84.0–93.0 kg),83.91,0,2.17,1/6/1981,0,182.88,9,Riki Fukuda,,185.42,64,3.71,4.24,43,Southpaw,43,70,24
Welterweight (70.4–77.1 kg),70.31,0,1,7/5/1995,0,182.88,1,Joe Giannetti,"""Skeletor""",187.96,40,2.8,1.93,38,Southpaw,16,0,6
Heavyweight (>=93.1 kg),119.75,0,0,12/13/1993,0,182.88,3,Justin Tafa,"""Bad Man""",187.96,49,5.93,5.13,55,Southpaw,0,100,7
Light Heavyweight (84.0–93.0 kg),92.99,0,0,12/30/1986,0,182.88,3,Wagner Prado,"""Caldeirao""",187.96,50,3.06,1.72,40,Southpaw,0,22,12
Light Heavyweight (84.0–93.0 kg),83.91,0.3,1.36,2/10/1979,0,182.88,4,Nick Ring,"""The Promise""",187.96,62,3.48,3.52,42,Southpaw,36,52,14
Welterweight (70.4–77.1 kg),70.31,0,3.5,7/21/1994,0,182.88,5,Danilo Belluardo,"""Caterpillar""",187.96,41,4.79,1.52,61,Southpaw,100,50,12
Light Heavyweight (84.0–93.0 kg),83.91,0,0.76,2/22/1995,0,182.88,6,Michal Oleksiejczuk,"""Hussar""",187.96,62,4.17,5.12,50,Southpaw,44,48,19
Light Heavyweight (84.0–93.0 kg),83.91,0,0.47,5/4/1991,0,182.88,2,Roman Kopylov,,190.5,60,4.11,4.72,53,Southpaw,50,92,12
Heavyweight (>=93.1 kg),120.2,0,0,6/15/1989,0,182.88,3,Justin Frazier,"""The Grizzlybear""",190.5,4,6.11,1.11,66,Southpaw,0,0,10
Heavyweight (>=93.1 kg),117.93,0.1,1.97,10/21/1984,0,182.88,8,Shawn Jordan,"""The Savage""",190.5,47,3.3,2.87,50,Southpaw,38,76,19
Light Heavyweight (84.0–93.0 kg),83.91,0.2,4.16,12/23/1997,0,182.88,2,Nick Maximov,,193.04,46,2.64,1.93,45,Southpaw,45,35,8
Welterweight (70.4–77.1 kg),70.31,0,0.67,3/18/1986,0,182.88,5,Mike Ricci,"""The Martian""",193.04,65,1.64,1.8,32,Southpaw,100,54,11
Middleweight (77.2–83.9 kg),77.11,0.4,0.39,3/10/1976,0,182.88,6,Sean Pierson,"""The Punisher""",193.04,64,3.73,3.84,39,Southpaw,18,66,14
Heavyweight (>=93.1 kg),97.52,0,0,,0,185.42,2,Jim Mullen,,,0,0,0,0,Southpaw,0,0,0
Light Heavyweight (84.0–93.0 kg),90.72,0,0,,0,185.42,4,Todd Butler,,,0,0,0,0,Southpaw,0,0,1
Heavyweight (>=93.1 kg),95.25,0,0,,0,185.42,6,Joe Pardo,,,0,0,0,0,Southpaw,0,0,4
Light Heavyweight (84.0–93.0 kg),83.91,0,0,12/8/1974,0,185.42,7,Dante Rivera,,,25,4,2.27,53,Southpaw,0,16,16
Heavyweight (>=93.1 kg),117.93,0,0,,0,185.42,13,Joe Charles,,,0,0,0,0,Southpaw,0,0,6
Middleweight (77.2–83.9 kg),77.11,0.2,2.13,10/1/1983,0,185.42,3,Ryan LaFlare,,187.96,63,1.86,2.89,40,Southpaw,44,58,14
Light Heavyweight (84.0–93.0 kg),92.99,0,0,11/25/1994,0,185.42,4,Fabio Cherant,"""Water Buffalo""",187.96,38,4.89,1.35,40,Southpaw,0,0,7
Middleweight (77.2–83.9 kg),77.11,0.1,0.62,12/31/1986,0,185.42,4,Daniel Rodriguez,"""D-Rod""",187.96,56,5.28,7.3,50,Southpaw,50,63,17
Middleweight (77.2–83.9 kg),77.11,0.2,0.24,7/14/1987,0,185.42,8,Danny Roberts,"""Hot Chocolate""",187.96,50,3.73,3.18,39,Southpaw,9,57,18
Light Heavyweight (84.0–93.0 kg),83.91,0,1.11,10/13/1990,0,185.42,6,Jordan Williams,"""Bomaye""",190.5,35,5.46,5.83,50,Southpaw,50,85,9
Light Heavyweight (84.0–93.0 kg),83.91,0.1,1.54,4/21/1987,0,185.42,8,Eryk Anders,"""Ya Boi""",190.5,50,4.39,3.56,47,Southpaw,24,79,15
Light Heavyweight (84.0–93.0 kg),92.99,0.1,0,2/26/1990,0,185.42,5,Khalil Rountree Jr.,,193.04,50,4.16,3.73,38,Southpaw,0,56,13
Light Heavyweight (84.0–93.0 kg),83.91,0,3,12/1/1994,0,185.42,1,Kailan Hill,,195.58,37,4.8,2.6,53,Southpaw,42,0,4
Middleweight (77.2–83.9 kg),77.11,0,0,8/24/1989,0,185.42,1,Michael Cora,,195.58,66,0.13,0.8,28,Southpaw,0,25,4
Middleweight (77.2–83.9 kg),77.11,0,3.43,1/12/1989,0,185.42,4,Adam Fugitt,,195.58,48,5.13,4.3,54,Southpaw,33,50,9
Light Heavyweight (84.0–93.0 kg),83.91,0.1,1.33,8/19/1989,0,185.42,6,Krzysztof Jotko,,195.58,57,2.23,2.98,42,Southpaw,39,82,24
Heavyweight (>=93.1 kg),119.75,0,0.96,7/19/1987,0,185.42,2,Justin Willis,"""Big Pretty""",198.12,57,2.57,3.37,59,Southpaw,66,36,8
Heavyweight (>=93.1 kg),104.33,0,0,4/19/1990,0,187.96,1,Michal Martinek,"""Blackbeard""",,51,4.29,2.45,53,Southpaw,0,0,7
Heavyweight (>=93.1 kg),106.59,0,0,8/28/1976,0,187.96,11,Josh Hendricks,"""Heavy""",,29,11.8,0.98,20,Southpaw,0,0,19
Heavyweight (>=93.1 kg),120.2,0,0,9/23/1993,0,187.96,1,Greg Velasco,,177.8,0,1.52,0,0,Southpaw,0,0,6
Middleweight (77.2–83.9 kg),77.11,0.3,1.26,8/25/1991,0,187.96,3,Leon Edwards,"""Rocky""",187.96,53,2.4,2.8,53,Southpaw,33,69,21
Middleweight (77.2–83.9 kg),77.11,0,0,1/12/2001,0,187.96,1,Taiyilake Nueraji,,190.5,58,7.39,11.01,48,Southpaw,0,0,9
Light Heavyweight (84.0–93.0 kg),92.99,0,0.37,7/17/1987,0,187.96,3,Jonathan Wilson,"""Jonny Bravo""",190.5,56,5.65,2.92,48,Southpaw,100,80,7
Middleweight (77.2–83.9 kg),77.11,0.3,1.35,12/31/1986,0,187.96,4,Chance Rencountre,"""Black Eagle""",190.5,49,3.62,1.1,20,Southpaw,26,16,14
Heavyweight (>=93.1 kg),119.75,0,0,3/16/1993,0,187.96,6,Tai Tuivasa,"""Bam Bam""",190.5,43,4.98,3.98,49,Southpaw,0,54,15
Middleweight (77.2–83.9 kg),77.11,0,0,1/25/1983,0,187.96,8,Ron Stallings,"""ChoirBoy""",190.5,51,3.26,3.22,60,Southpaw,0,71,14
Heavyweight (>=93.1 kg),115.67,0,4.86,10/23/1985,0,187.96,3,Shelton Graves,"""“The Gravedigger”""",193.04,33,0.81,2.19,69,Southpaw,57,0,7
Light Heavyweight (84.0–93.0 kg),83.91,0.3,0.56,4/24/1981,0,187.96,7,Luiz Cane,"""Bana""",195.58,60,5,4.79,41,Southpaw,28,100,17
Middleweight (77.2–83.9 kg),77.11,0,0,8/2/1995,0,187.96,0,Danny Barlow,"""LeftHand2God""",200.66,61,5.32,12.15,57,Southpaw,0,0,7
Light Heavyweight (84.0–93.0 kg),83.91,0,2.87,11/16/1989,0,187.96,3,Justin Sumter,"""The Fort""",203.2,34,7.64,2.68,48,Southpaw,100,0,7
Heavyweight (>=93.1 kg),106.59,0,0,,0,190.5,1,Ryan Parker,,,0,0,0,0,Southpaw,0,0,0
Heavyweight (>=93.1 kg),120.2,0,0,,0,190.5,1,Sean Gannon,"""The Cannon""",,28,6.38,0,0,Southpaw,0,50,2
Light Heavyweight (84.0–93.0 kg),92.99,0,0,,0,190.5,2,Rex Holman,"""Big Dog""",,40,7.25,2.75,34,Southpaw,0,100,4
Heavyweight (>=93.1 kg),113.4,0,1.91,2/10/1978,0,190.5,2,Jonathan Wiezorek,"""Lock N Load""",,31,5.47,1.27,58,Southpaw,20,0,11
Middleweight (77.2–83.9 kg),77.11,0,0,8/20/1977,0,190.5,5,Dorian Price,,,0,0,0,0,Southpaw,0,0,8
Welterweight (70.4–77.1 kg),70.31,0,0,3/8/2000,0,190.5,0,Tom Nolan,"""Big Train """,185.42,50,1.45,9.4,54,Southpaw,0,0,6
Light Heavyweight (84.0–93.0 kg),92.99,0,0,5/29/1996,0,190.5,5,Ihor Potieria,"""The Duelist""",190.5,41,6.56,5.59,56,Southpaw,0,57,19
Light Heavyweight (84.0–93.0 kg),92.99,0,0,4/1/1996,0,190.5,1,Marcos Brigagao,,193.04,25,3.27,3.07,43,Southpaw,0,36,11
Light Heavyweight (84.0–93.0 kg),83.91,0,0,10/9/1993,0,190.5,1,Elias Urbina,,195.58,50,6.17,3.85,37,Southpaw,0,0,3
Heavyweight (>=93.1 kg),120.2,0,1.09,3/13/1985,0,190.5,4,Timothy Johnson,,195.58,44,3.08,3.43,45,Southpaw,24,69,12
Light Heavyweight (84.0–93.0 kg),92.99,0,2.51,4/19/1981,0,190.5,13,Antonio Mendes,"""Samuray""",195.58,22,6.85,1.34,47,Southpaw,50,100,18
Heavyweight (>=93.1 kg),120.2,0,0,3/2/1989,0,190.5,5,Lorenzo Hood,,203.2,11,4.66,2.64,61,Southpaw,0,100,14
Heavyweight (>=93.1 kg),116.57,0,0,5/13/1992,0,190.5,2,Sergei Pavlovich,,213.36,55,4.61,8.21,48,Southpaw,0,75,18
Light Heavyweight (84.0–93.0 kg),89.36,0,0,,0,193.04,1,Yuri Vaulin,,,0,0,0,0,Southpaw,0,0,0
Light Heavyweight (84.0–93.0 kg),92.99,0,0,3/26/1980,0,193.04,3,Nick Penner,"""The Quiet Assassin""",,38,4.6,1.25,30,Southpaw,0,40,11
Light Heavyweight (84.0–93.0 kg),83.91,0,0,12/19/1990,0,193.04,5,Steve Montgomery,"""The Creepy Weasel""",,47,4.12,4.85,39,Southpaw,0,64,9
Light Heavyweight (84.0–93.0 kg),92.99,0,0,5/19/1991,0,193.04,1,Jamahal Hill,"""Sweet Dreams""",200.66,47,3.35,7.31,54,Southpaw,0,73,12
Middleweight (77.2–83.9 kg),77.11,0,0,6/19/1989,0,193.04,3,Rico Farrington,,200.66,51,7.2,6.33,41,Southpaw,0,20,7
Light Heavyweight (84.0–93.0 kg),92.99,0,0,11/28/1988,0,193.04,7,Mike Rodriguez,"""Slo""",208.28,41,4.24,4.35,53,Southpaw,0,37,11
Heavyweight (>=93.1 kg),113.4,0.1,0.29,6/10/1983,0,195.58,10,Walt Harris,"""The Big Ticket""",195.58,54,3.33,3.05,39,Southpaw,28,70,13
Light Heavyweight (84.0–93.0 kg),92.99,0.3,0.68,6/13/1992,0,195.58,4,Kennedy Nzechukwu,"""African Savage""",210.82,51,4.27,4.86,46,Southpaw,50,80,12
Heavyweight (>=93.1 kg),158.76,0,0,10/12/1963,0,200.66,2,Koji Kitao,,,0,0,0,0,Southpaw,0,0,1
Middleweight (77.2–83.9 kg),77.11,0,0,10/22/1968,1,157.48,14,Phil Johns,"""Little Giant""",,50,1.8,1.2,66,Southpaw,0,50,30
Flyweight (≤56.7 kg),56.7,0,0,1/8/1995,1,160.02,4,Joao Elias,,162.56,20,6.47,0.4,50,Southpaw,0,50,17
Featherweight (61.3–65.8 kg),61.23,0,0,6/4/1996,1,162.56,5,Carlos Huachin,"""Perro Malo""",170.18,50,4.8,2.1,21,Southpaw,0,66,10
Featherweight (61.3–65.8 kg),65.77,0.3,0.22,12/6/1974,1,170.18,19,Jens Pulver,"""Lil' Evil""",177.8,56,3.13,2.12,37,Southpaw,33,63,27
Welterweight (70.4–77.1 kg),70.31,0,1.52,2/22/1995,1,170.18,4,Ludovit Klein,"""Mr. Highlight""",182.88,53,3.53,3.49,54,Southpaw,45,83,20
Featherweight (61.3–65.8 kg),61.23,0,2.82,2/15/1984,1,172.72,3,Alex Soto,"""Extremo""",,59,5.02,2.95,25,Southpaw,30,0,8
Welterweight (70.4–77.1 kg),70.31,0.1,1.18,12/9/1980,1,172.72,14,Aaron Riley,,175.26,61,3.78,3.45,34,Southpaw,34,60,30
Middleweight (77.2–83.9 kg),77.11,0,0,8/14/1978,1,175.26,15,Derrick Noble,"""The Eraser""",,59,3.79,6.21,40,Southpaw,0,0,27
Featherweight (61.3–65.8 kg),65.77,0,0.39,8/11/1986,1,175.26,15,Artem Lobov,"""The Russian Hammer""",165.1,50,4.82,3.52,41,Southpaw,25,52,13
Welterweight (70.4–77.1 kg),70.31,0,0,11/21/1995,1,175.26,2,Landon Quinones,"""The Lone Wolf""",177.8,54,11.4,9.87,41,Southpaw,0,100,7
Featherweight (61.3–65.8 kg),65.77,0,2.4,4/26/1988,1,177.8,4,Adrian Diaz,,,51,3.84,0.48,42,Southpaw,50,0,11
Welterweight (70.4–77.1 kg),70.31,0,2.5,6/22/1996,1,177.8,5,Jesus Pinedo,"""El Mudo""",,52,4.37,3.23,38,Southpaw,100,100,16
Light Heavyweight (84.0–93.0 kg),83.91,0,1.49,5/27/1973,1,177.8,15,Gideon Ray,"""The Gladiator""",,53,2.58,2.08,40,Southpaw,100,0,17
Welterweight (70.4–77.1 kg),70.31,0.3,1.71,5/16/1994,1,177.8,1,Nazim Sadykhov,"""Black Wolf""",175.26,48,5.72,4.94,48,Southpaw,62,75,9
Welterweight (70.4–77.1 kg),70.31,0.4,1.07,1/14/1983,1,177.8,11,Akbarh Arreola,"""El Caballero""",180.34,56,4.01,2.32,45,Southpaw,100,33,23
Light Heavyweight (84.0–93.0 kg),86.18,0,0,7/24/1969,1,180.34,21,Jason DeLucia,,,0,0,0,0,Southpaw,0,0,33
Welterweight (70.4–77.1 kg),70.31,0,1.98,12/22/1986,1,180.34,6,Norman Parke,"""Stormin""",177.8,64,2.88,3.06,35,Southpaw,26,77,23
Welterweight (70.4–77.1 kg),70.31,0,2.04,9/12/1997,1,180.34,1,Bahatebole Batebolati,,180.34,64,4.62,4.34,47,Southpaw,100,100,8
Light Heavyweight (84.0–93.0 kg),83.91,0,0,2/9/1987,1,180.34,2,Shonte Barnes,"""Shyne""",193.04,67,1.55,2.32,38,Southpaw,0,60,6
Welterweight (70.4–77.1 kg),70.31,0,0,8/9/1979,1,182.88,8,Kyle Watson,,,62,3.25,3.67,35,Southpaw,0,100,13
Middleweight (77.2–83.9 kg),77.11,0.1,1.7,11/27/1980,1,182.88,18,Brian Ebersole,"""Bad Boy""",185.42,56,2.14,2.32,49,Southpaw,23,61,51
